"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","2a03:2880:f258:1c3:face:b00c:0:167","2a00:a041:3c5d:4d00:424b:6377:a930:43d","TLSv1.2","353","Application Data"
"2","0.000037170","2a00:a041:3c5d:4d00:424b:6377:a930:43d","2a03:2880:f258:1c3:face:b00c:0:167","TCP","88","41660  >  443 [ACK] Seq=1 Ack=266 Win=1191 Len=0 TSval=2767558335 TSecr=3182607562"
"3","0.304593671","2a00:a041:3c5d:4d00:424b:6377:a930:43d","2a03:2880:f258:1c3:face:b00c:0:167","TLSv1.2","181","Application Data"
"4","0.379634827","2a03:2880:f258:1c3:face:b00c:0:167","2a00:a041:3c5d:4d00:424b:6377:a930:43d","TCP","88","443  >  41660 [ACK] Seq=266 Ack=94 Win=874 Len=0 TSval=3182608010 TSecr=2767558640"
"5","1.137105422","2a03:2880:f258:1c3:face:b00c:0:167","2a00:a041:3c5d:4d00:424b:6377:a930:43d","TLSv1.2","181","Application Data"
"6","1.137142814","2a00:a041:3c5d:4d00:424b:6377:a930:43d","2a03:2880:f258:1c3:face:b00c:0:167","TCP","88","41660  >  443 [ACK] Seq=94 Ack=359 Win=1193 Len=0 TSval=2767559472 TSecr=3182608694"
"7","1.142656986","2a00:a041:3c5d:4d00:424b:6377:a930:43d","2a03:2880:f258:1c3:face:b00c:0:167","TLSv1.2","180","Application Data"
"8","1.219816216","2a03:2880:f258:1c3:face:b00c:0:167","2a00:a041:3c5d:4d00:424b:6377:a930:43d","TCP","88","443  >  41660 [ACK] Seq=359 Ack=186 Win=874 Len=0 TSval=3182608850 TSecr=2767559478"
