"No.","Time","Source","Destination","Protocol","Length","Info"
"6","1.227840602","2a03:2880:f258:1c3:face:b00c:0:167","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TLSv1.2","255","Application Data"
"7","1.227873287","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a03:2880:f258:1c3:face:b00c:0:167","TCP","88","58422  >  443 [ACK] Seq=1 Ack=168 Win=1601 Len=0 TSval=4265865101 TSecr=2392192033"
"8","1.234307232","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a03:2880:f258:1c3:face:b00c:0:167","TLSv1.2","180","Application Data"
"9","1.323042560","2a03:2880:f258:1c3:face:b00c:0:167","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","88","443  >  58422 [ACK] Seq=168 Ack=93 Win=440 Len=0 TSval=2392192212 TSecr=4265865107"
"10","1.410382047","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a03:2880:f258:1c3:face:b00c:0:167","TLSv1.2","182","Application Data"
"11","1.487818134","2a03:2880:f258:1c3:face:b00c:0:167","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","88","443  >  58422 [ACK] Seq=168 Ack=187 Win=440 Len=0 TSval=2392192378 TSecr=4265865283"
"18","2.947661867","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a03:2880:f258:1c3:face:b00c:0:167","TLSv1.2","157","Application Data"
"19","3.029963958","2a03:2880:f258:1c3:face:b00c:0:167","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","88","443  >  58422 [ACK] Seq=168 Ack=256 Win=440 Len=0 TSval=2392193920 TSecr=4265866821"
"20","3.172698189","2a03:2880:f258:1c3:face:b00c:0:167","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TLSv1.2","159","Application Data"
"21","3.212921888","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a03:2880:f258:1c3:face:b00c:0:167","TCP","88","58422  >  443 [ACK] Seq=256 Ack=239 Win=1601 Len=0 TSval=4265867086 TSecr=2392194034"
"30","11.366297772","2a03:2880:f258:1c3:face:b00c:0:167","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  58422 [ACK] Seq=239 Ack=256 Win=440 Len=1380 TSval=2392202156 TSecr=4265867086 [TCP segment of a reassembled PDU]"
"31","11.366346484","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a03:2880:f258:1c3:face:b00c:0:167","TCP","88","58422  >  443 [ACK] Seq=256 Ack=1619 Win=1623 Len=0 TSval=4265875239 TSecr=2392202156"
"32","11.367144878","2a03:2880:f258:1c3:face:b00c:0:167","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TLSv1.2","346","Application Data, Application Data"
"33","11.367163975","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a03:2880:f258:1c3:face:b00c:0:167","TCP","88","58422  >  443 [ACK] Seq=256 Ack=1877 Win=1644 Len=0 TSval=4265875240 TSecr=2392202156"
"42","11.642856472","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","96","40102  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=1172655027 TSecr=0 WS=128"
"43","11.644658062","2a03:2880:f258:1c3:face:b00c:0:167","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  58422 [ACK] Seq=1877 Ack=256 Win=440 Len=1380 TSval=2392202533 TSecr=4265875240 [TCP segment of a reassembled PDU]"
"44","11.644669540","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a03:2880:f258:1c3:face:b00c:0:167","TCP","88","58422  >  443 [ACK] Seq=256 Ack=3257 Win=1666 Len=0 TSval=4265875518 TSecr=2392202533"
"45","11.645242682","2a03:2880:f258:1c3:face:b00c:0:167","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TLSv1.2","282","Application Data, Application Data"
"46","11.645248162","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a03:2880:f258:1c3:face:b00c:0:167","TCP","88","58422  >  443 [ACK] Seq=256 Ack=3451 Win=1666 Len=0 TSval=4265875518 TSecr=2392202533"
"47","11.660452499","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","96","443  >  40102 [SYN, ACK] Seq=0 Ack=1 Win=31740 Len=0 MSS=1392 SACK_PERM=1 TSval=174243892 TSecr=1172655027 WS=256"
"48","11.660473078","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1172655045 TSecr=174243892"
"49","11.660830976","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TLSv1.3","794","Client Hello"
"50","11.678291732","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a03:2880:f258:1c3:face:b00c:0:167","TLSv1.2","184","Application Data"
"51","11.681961410","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","88","443  >  40102 [ACK] Seq=1 Ack=707 Win=31232 Len=0 TSval=174243914 TSecr=1172655045"
"52","11.682496934","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TLSv1.3","253","Server Hello, Application Data"
"53","11.682514430","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=707 Ack=166 Win=64768 Len=0 TSval=1172655067 TSecr=174243915"
"54","11.682694405","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TLSv1.3","94","Change Cipher Spec"
"55","11.682747427","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TLSv1.3","146","Application Data"
"56","11.683479023","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TLSv1.3","686","Application Data"
"57","11.702031719","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","88","443  >  40102 [ACK] Seq=166 Ack=1369 Win=31488 Len=0 TSval=174243934 TSecr=1172655067"
"58","11.702663086","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TLSv1.3","269","Application Data"
"59","11.702663125","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TLSv1.3","680","Application Data"
"60","11.702767028","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=939 Win=64000 Len=0 TSval=1172655087 TSecr=174243934"
"61","11.704740131","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TLSv1.3","111","Application Data"
"62","11.705462395","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=962 Ack=1369 Win=31488 Len=1380 TSval=174243937 TSecr=1172655067 [TCP segment of a reassembled PDU]"
"63","11.705607191","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=2342 Win=63104 Len=0 TSval=1172655090 TSecr=174243937"
"64","11.706071882","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"65","11.707685848","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=3722 Ack=1369 Win=31488 Len=1380 TSval=174243937 TSecr=1172655067 [TCP segment of a reassembled PDU]"
"66","11.707701582","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=5102 Win=63104 Len=0 TSval=1172655092 TSecr=174243937"
"67","11.708408760","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=5102 Ack=1369 Win=31488 Len=1380 TSval=174243937 TSecr=1172655067 [TCP segment of a reassembled PDU]"
"68","11.710685011","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=6482 Ack=1369 Win=31488 Len=1380 TSval=174243937 TSecr=1172655067 [TCP segment of a reassembled PDU]"
"69","11.710709683","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=7862 Win=63104 Len=0 TSval=1172655095 TSecr=174243937"
"70","11.711448119","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=7862 Ack=1369 Win=31488 Len=1380 TSval=174243937 TSecr=1172655067 [TCP segment of a reassembled PDU]"
"71","11.712114687","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=9242 Ack=1369 Win=31488 Len=1380 TSval=174243938 TSecr=1172655067 [TCP segment of a reassembled PDU]"
"72","11.712122402","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=10622 Win=63104 Len=0 TSval=1172655096 TSecr=174243937"
"73","11.712838745","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=10622 Ack=1369 Win=31488 Len=1380 TSval=174243938 TSecr=1172655067 [TCP segment of a reassembled PDU]"
"74","11.718435259","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=12002 Ack=1369 Win=31488 Len=1380 TSval=174243950 TSecr=1172655087 [TCP segment of a reassembled PDU]"
"75","11.718462180","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=13382 Win=63104 Len=0 TSval=1172655103 TSecr=174243938"
"76","11.719179265","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=13382 Ack=1369 Win=31488 Len=1380 TSval=174243950 TSecr=1172655087 [TCP segment of a reassembled PDU]"
"77","11.719817757","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=14762 Ack=1369 Win=31488 Len=1380 TSval=174243950 TSecr=1172655087 [TCP segment of a reassembled PDU]"
"78","11.719826135","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=16142 Win=63104 Len=0 TSval=1172655104 TSecr=174243950"
"79","11.720548365","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=16142 Ack=1369 Win=31488 Len=1380 TSval=174243950 TSecr=1172655087 [TCP segment of a reassembled PDU]"
"80","11.723638928","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"81","11.723646302","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=18902 Win=63104 Len=0 TSval=1172655108 TSecr=174243950"
"82","11.724323333","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=18902 Ack=1369 Win=31488 Len=1380 TSval=174243955 TSecr=1172655090 [TCP segment of a reassembled PDU]"
"83","11.726236266","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=20282 Ack=1369 Win=31488 Len=1380 TSval=174243956 TSecr=1172655090 [TCP segment of a reassembled PDU]"
"84","11.726242747","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=21662 Win=63104 Len=0 TSval=1172655110 TSecr=174243955"
"85","11.727287419","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=21662 Ack=1369 Win=31488 Len=1380 TSval=174243956 TSecr=1172655090 [TCP segment of a reassembled PDU]"
"86","11.728033569","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=23042 Ack=1369 Win=31488 Len=1380 TSval=174243957 TSecr=1172655095 [TCP segment of a reassembled PDU]"
"87","11.728038221","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=24422 Win=63104 Len=0 TSval=1172655112 TSecr=174243956"
"88","11.728795933","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=24422 Ack=1369 Win=31488 Len=1380 TSval=174243957 TSecr=1172655095 [TCP segment of a reassembled PDU]"
"89","11.730268170","2a03:2880:f258:1c3:face:b00c:0:167","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TLSv1.2","229","Application Data"
"90","11.730808454","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=25802 Ack=1369 Win=31488 Len=1380 TSval=174243958 TSecr=1172655095 [TCP segment of a reassembled PDU]"
"91","11.730816172","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=27182 Win=63104 Len=0 TSval=1172655115 TSecr=174243957"
"92","11.732169479","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=27182 Ack=1369 Win=31488 Len=1380 TSval=174243958 TSecr=1172655095 [TCP segment of a reassembled PDU]"
"93","11.732751096","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a03:2880:f258:1c3:face:b00c:0:167","TLSv1.2","188","Application Data"
"94","11.732759349","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=28562 Ack=1369 Win=31488 Len=1380 TSval=174243959 TSecr=1172655095 [TCP segment of a reassembled PDU]"
"95","11.732766654","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=29942 Win=63104 Len=0 TSval=1172655117 TSecr=174243958"
"96","11.734478741","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=29942 Ack=1369 Win=31488 Len=1380 TSval=174243959 TSecr=1172655095 [TCP segment of a reassembled PDU]"
"97","11.734958350","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=31322 Ack=1369 Win=31488 Len=1380 TSval=174243960 TSecr=1172655095 [TCP segment of a reassembled PDU]"
"98","11.734970312","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=32702 Win=63104 Len=0 TSval=1172655119 TSecr=174243959"
"99","11.736249011","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=32702 Ack=1369 Win=31488 Len=1380 TSval=174243962 TSecr=1172655096 [TCP segment of a reassembled PDU]"
"100","11.736904956","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"101","11.736908663","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=35462 Win=69632 Len=0 TSval=1172655121 TSecr=174243962"
"102","11.740035788","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=35462 Ack=1369 Win=31488 Len=1380 TSval=174243962 TSecr=1172655096 [TCP segment of a reassembled PDU]"
"103","11.740623820","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=36842 Ack=1369 Win=31488 Len=1380 TSval=174243962 TSecr=1172655096 [TCP segment of a reassembled PDU]"
"104","11.740631428","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=38222 Win=75264 Len=0 TSval=1172655125 TSecr=174243962"
"105","11.741594228","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","2848","443  >  40102 [PSH, ACK] Seq=38222 Ack=1369 Win=31488 Len=2760 TSval=174243968 TSecr=1172655108 [TCP segment of a reassembled PDU]"
"106","11.741602853","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=40982 Win=80768 Len=0 TSval=1172655126 TSecr=174243968"
"107","11.742849910","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=40982 Ack=1369 Win=31488 Len=1380 TSval=174243968 TSecr=1172655108 [TCP segment of a reassembled PDU]"
"108","11.743512384","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=42362 Ack=1369 Win=31488 Len=1380 TSval=174243968 TSecr=1172655108 [TCP segment of a reassembled PDU]"
"109","11.743517115","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=43742 Win=86272 Len=0 TSval=1172655128 TSecr=174243968"
"110","11.744759077","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=43742 Ack=1369 Win=31488 Len=1380 TSval=174243969 TSecr=1172655108 [TCP segment of a reassembled PDU]"
"111","11.745368773","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=45122 Ack=1369 Win=31488 Len=1380 TSval=174243969 TSecr=1172655108 [TCP segment of a reassembled PDU]"
"112","11.745371717","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=46502 Win=91776 Len=0 TSval=1172655129 TSecr=174243969"
"113","11.747296176","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=46502 Ack=1369 Win=31488 Len=1380 TSval=174243970 TSecr=1172655108 [TCP segment of a reassembled PDU]"
"114","11.747798866","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=47882 Ack=1369 Win=31488 Len=1380 TSval=174243970 TSecr=1172655108 [TCP segment of a reassembled PDU]"
"115","11.747806254","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=49262 Win=97280 Len=0 TSval=1172655132 TSecr=174243970"
"116","11.750261155","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=49262 Ack=1369 Win=31488 Len=1380 TSval=174243971 TSecr=1172655108 [TCP segment of a reassembled PDU]"
"117","11.750703514","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"118","11.750714614","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=52022 Win=102784 Len=0 TSval=1172655135 TSecr=174243971"
"119","11.752087497","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=52022 Ack=1369 Win=31488 Len=1380 TSval=174243972 TSecr=1172655108 [TCP segment of a reassembled PDU]"
"120","11.754337450","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=53402 Ack=1369 Win=31488 Len=1380 TSval=174243972 TSecr=1172655108 [TCP segment of a reassembled PDU]"
"121","11.754347738","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=54782 Win=105856 Len=0 TSval=1172655138 TSecr=174243972"
"122","11.755658005","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=54782 Ack=1369 Win=31488 Len=1380 TSval=174243974 TSecr=1172655112 [TCP segment of a reassembled PDU]"
"123","11.757646564","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=56162 Ack=1369 Win=31488 Len=1380 TSval=174243974 TSecr=1172655112 [TCP segment of a reassembled PDU]"
"124","11.757656997","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=57542 Win=105856 Len=0 TSval=1172655142 TSecr=174243974"
"125","11.759478618","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=57542 Ack=1369 Win=31488 Len=1380 TSval=174243975 TSecr=1172655112 [TCP segment of a reassembled PDU]"
"126","11.759959542","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=58922 Ack=1369 Win=31488 Len=1380 TSval=174243975 TSecr=1172655112 [TCP segment of a reassembled PDU]"
"127","11.759971080","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=60302 Win=105856 Len=0 TSval=1172655144 TSecr=174243975"
"128","11.761590890","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=60302 Ack=1369 Win=31488 Len=1380 TSval=174243976 TSecr=1172655112 [TCP segment of a reassembled PDU]"
"129","11.762091838","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=61682 Ack=1369 Win=31488 Len=1380 TSval=174243976 TSecr=1172655112 [TCP segment of a reassembled PDU]"
"130","11.762099578","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=63062 Win=105856 Len=0 TSval=1172655146 TSecr=174243976"
"131","11.767314332","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=63062 Ack=1369 Win=31488 Len=1380 TSval=174243977 TSecr=1172655112 [TCP segment of a reassembled PDU]"
"132","11.768032071","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TLSv1.3","2848","Application Data [TCP segment of a reassembled PDU]"
"133","11.768032109","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TLSv1.3","1468","Application Data [TCP segment of a reassembled PDU]"
"134","11.768081801","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=68582 Win=101760 Len=0 TSval=1172655152 TSecr=174243977"
"135","11.768992090","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [PSH, ACK] Seq=68582 Ack=1369 Win=31488 Len=1380 TSval=174243981 TSecr=1172655121 [TCP segment of a reassembled PDU]"
"136","11.769501732","2a00:a040:0:4:face:b00c:3333:7020","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","TCP","1468","443  >  40102 [ACK] Seq=69962 Ack=1369 Win=31488 Len=1380 TSval=174243981 TSecr=1172655121 [TCP segment of a reassembled PDU]"
"137","11.769510012","2a00:a041:3c5d:4d00:c4e8:6181:3ac7:bd41","2a00:a040:0:4:face:b00c:3333:7020","TCP","88","40102  >  443 [ACK] Seq=1369 Ack=71342 Win=105856 Len=0 TSval=1172655154 TSecr=174243981"
